first_name	last_name	U		0		state		
John	Fryer	M	04061962	0		VT	16195322725	
Ashleigh	Dough	F	07082024	0		TX	5057908901	
Ashleigh	Sourdough	F	30081985	0		VT	3578588493	
Asheley	Sourdough	F	02042024	0		VT	14852127578	
Jim	Doughnut	M	13052016	0		IA	4537856857	
John	Do	M	22032015	0		VT	8525084425	
Asheley	Sourdough	F	07041916	0		CA	1428181627	
Alex	Dough	M	15071952	0		CA	1856966986	
John	Do	M	05051948	0		CA	7458616616	
Ashleigh	Sourdough	F	18061943	0		CA	1215288251	
Alex	Do	M	21051970	0		VT	2542375734	
Carman	Do	F	11071998	0		IA	5211674741	
Todd	Do	M	21101915	0		IA	3406917584	
Asheley	Do	F	17011960	0		TX	3966657321	
Todd	Fryer	M	03111971	0		IA	8051135106	
Alex	Dough	F	20101998	0		CA	6422253064	
Carman	Crisp	F	12041922	0		VT	6114211331	
Alex	Fryer	M	27051985	0		VT	3081286586	
Alex	Doe	M	06121930	0		VT	7318006455	
Thomas	Crisp	M	18051977	0		VT	5384792646	
John	Do	M	15092010	0		VT	7921141819	
John	Fryer	M	16051927	0		VT	7125276797	
John	Fryer	M	14061971	0		IA	8201484768	
Asheley	Doughnut	F	15111953	0		VT	8751366168	
Alex	Curler	F	04062024	0		VT	3835405788	
Carman	Do	F	31081941	0		IA	6074942420	
Lisa	Doe	F	21091951	0		TX	16965515771	
Ben	Fryer	M	27031986	0		VT	8508826715	
Ashleigh	Dough	F	15101985	0		TX	5415732533	
Ashleigh	Curler	F	06081917	0		IA	14207024926	
Ashleigh	Do	F	24122018	0		TX	2381051008	
Ben	Do	M	30051926	0		IA	8843387896	
Asheley	Crisp	F	31031986	0		IA	4128197832	
Alex	Sourdough	F	20101949	0		CA	6124188344	
Todd	Doughnut	M	26052006	0		VT	1303436483	
John	Fryer	M	20011955	0		CA	5968528587	
Alex	Do	F	24111924	0		VT	7267704071	
Todd	Dough	M	13031937	0		VT	2052725492	
Alex	Doe	M	11012026	0		TX	13732383128	
Alex	Dough	F	11011970	0		VT	6782253129	
Ashleigh	Fryer	F	01041931	0		VT	2724187453	
Thomas	Curler	M	22021945	0		IA	8041667063	
Thomas	Doughnut	M	04111969	0		IA	7784592604	
Lisa	Doughnut	F	14082004	0		VT	8264248186	
Ashleigh	Doe	F	17051922	0		TX	1627536820	
Carman	Curler	F	22011975	0		CA	7532976436	
Thomas	Curler	M	27081943	0		TX	3555488187	
Ashleigh	Crisp	F	03091973	0		VT	2586874990	
Asheley	Sourdough	F	11102019	0		IA	2617543992	
Lisa	Do	F	05052028	0		IA	1196842264	
Alex	Do	M	06111978	0		CA	6471128029	
Alex	Dough	F	02081980	0		TX	3295697025	
Thomas	Dough	M	21022025	0		VT	6402777695	
Thomas	Fryer	M	05021974	0		VT	7164648252	
Asheley	Doughnut	F	10081979	0		VT	6882311183	
Lisa	Curler	F	26111931	0		VT	18902867257	
Ashleigh	Fryer	F	13051961	0		CA	12718657954	
Thomas	Dough	M	17091932	0		IA	1741291088	
Ashleigh	Crisp	F	29111948	0		VT	1263727964	
Lisa	Dough	F	22062011	0		CA	8293538319	
Alex	Dough	F	03091970	0		TX	6907205230	
Carman	Doughnut	F	17081935	0		IA	2703896366	
Ashleigh	Crisp	F	27082005	0		CA	1405708529	
Carman	Doughnut	F	18032010	0		CA	4571004220	
Carman	Doe	F	22111966	0		TX	12003563921	
Lisa	Doughnut	F	26081963	0		VT	7727565951	
Todd	Doe	M	30071926	0		CA	2612382598	
Ben	Doughnut	M	22011995	0		TX	2696747816	
John	Crisp	M	14052002	0		CA	3388538239	
Lisa	Do	F	29071963	0		TX	7204408101	
Alex	Doughnut	M	24082027	0		IA	4764788676	
Thomas	Crisp	M	10031996	0		TX	2243818286	
John	Curler	M	27051989	0		TX	3566217494	
Alex	Do	M	11081981	0		VT	1315665558	
Lisa	Sourdough	F	21032008	0		TX	5391412915	
Carman	Doe	F	06061994	0		VT	3562633583	
John	Curler	M	24081937	0		TX	6381867804	
Alex	Dough	M	18032020	0		TX	1344945127	
Asheley	Curler	F	11091966	0		TX	14121627122	
Lisa	Fryer	F	27071968	0		TX	8451888344	
Alex	Dough	F	04111942	0		VT	5744587144	
Asheley	Dough	F	06042000	0		VT	4536281899	
Jim	Doughnut	M	22101926	0		CA	6077131181	
Carman	Curler	F	22051966	0		TX	18018303632	
Ben	Curler	M	17031936	0		VT	17912132378	
Lisa	Curler	F	27091922	0		TX	7096863846	
Jim	Crisp	M	25111965	0		VT	18363342840	
Thomas	Fryer	M	28061914	0		TX	4624728670	
Ashleigh	Crisp	F	04081952	0		TX	18397067514	
Thomas	Do	M	03112027	0		IA	3213722887	
Lisa	Fryer	F	08121944	0		IA	3655214985	
Alex	Do	F	21081950	0		TX	3517501937	
John	Sourdough	M	07051964	0		VT	14124187047	
Ben	Dough	M	18091980	0		VT	6901366507	
Lisa	Doughnut	F	31051970	0		IA	15276145350	
Ashleigh	Fryer	F	21121978	0		VT	1148616157	
Lisa	Crisp	F	10011921	0		VT	6055881909	
Carman	Crisp	F	23111988	0		CA	16296496733	
Ashleigh	Do	F	17081976	0		IA	11861004122	
Jim	Doughnut	M	26111989	0		CA	6122963473	
Jim	Curler	M	07031951	0		TX	8663544275	
Ben	Dough	M	28091940	0		IA	13197465137	
Ashleigh	Do	F	07071930	0		VT	4723734671	
Alex	Sourdough	F	09111927	0		VT	8236146039	
Ashleigh	Crisp	F	12121929	0		VT	8192264536	
Todd	Doe	M	19092010	0		TX	8191957043	
Todd	Sourdough	M	21121974	0		TX	8923914344	
Alex	Doughnut	M	23051980	0		IA	5015337080	
Ashleigh	Curler	F	11121912	0		CA	2697487131	
Lisa	Sourdough	F	22101927	0		IA	16624242160	
Alex	Sourdough	M	22021972	0		TX	4104635223	
Todd	Doe	M	05081954	0		VT	5301566368	
Jim	Curler	M	23121977	0		IA	5561712097	
Jim	Curler	M	06072008	0		IA	14067357985	
Thomas	Doe	M	30041913	0		TX	6885071834	
Lisa	Crisp	F	01052025	0		IA	1856986072	
Ashleigh	Do	F	15032010	0		TX	2032096866	
Carman	Doughnut	F	16121957	0		CA	2174203398	
Thomas	Do	M	23081982	0		VT	4763305070	
Carman	Doughnut	F	07011968	0		IA	2497462371	
Alex	Sourdough	M	22061938	0		VT	13775573351	
Ben	Curler	M	18031962	0		IA	12361335047	
Lisa	Doughnut	F	09032029	0		VT	11056956732	
Todd	Curler	M	03091988	0		TX	6197422280	
Ashleigh	Doughnut	F	21121948	0		TX	5807464639	
Asheley	Do	F	17072025	0		TX	16434808841	
Ben	Fryer	M	22081911	0		VT	7076515491	
Asheley	Do	F	17042014	0		CA	8075248962	
Lisa	Doughnut	F	06091970	0		TX	17851118321	
Alex	Doughnut	M	13032005	0		VT	11483413291	
Thomas	Doughnut	M	15112025	0		VT	2371087122	
Lisa	Do	F	20111913	0		VT	15985141531	
Asheley	Curler	F	30041913	0		TX	4452567785	
Alex	Fryer	M	13041941	0		VT	13293416472	
Jim	Doe	M	23062000	0		VT	4048568763	
John	Dough	M	29012029	0		TX	17085865147	
Jim	Fryer	M	07081932	0		IA	1873756164	
Alex	Dough	M	01091957	0		CA	2612711777	
Alex	Do	M	01021916	0		IA	17592765797	
John	Doughnut	M	24091946	0		IA	7136062841	
Alex	Dough	F	05111943	0		IA	2945553768	
Thomas	Dough	M	01062003	0		TX	6487251063	
Asheley	Sourdough	F	11021944	0		CA	12532907717	
Jim	Doe	M	18061991	0		TX	1367673632	
John	Doughnut	M	05021972	0		TX	6302987820	
John	Doughnut	M	17011977	0		CA	4481168798	
Lisa	Do	F	17011982	0		IA	3593035767	
Jim	Curler	M	03032008	0		CA	2853136970	
Thomas	Doughnut	M	19081990	0		CA	1432793493	
Ben	Do	M	13031984	0		VT	5112751326	
Carman	Dough	F	10072025	0		CA	8445922977	
Ashleigh	Crisp	F	15061945	0		IA	8287733575	
Lisa	Fryer	F	01011953	0		CA	11102522334	
Todd	Doe	M	02081988	0		CA	11583185961	
Alex	Fryer	M	05091936	0		TX	3222424834	
Lisa	Do	F	08021988	0		IA	6908851530	
Ashleigh	Doughnut	F	20121963	0		IA	3013603906	
Alex	Dough	M	18051961	0		TX	8788642024	
Lisa	Curler	F	24112009	0		IA	3964361485	
Todd	Curler	M	21091912	0		TX	5786592214	
Ashleigh	Dough	F	04041992	0		CA	7583893431	
Ben	Doe	M	01011927	0		TX	2053463058	
Alex	Crisp	F	03031962	0		TX	7636598771	
Lisa	Doe	F	15121997	0		TX	7584123279	
Asheley	Curler	F	10091977	0		IA	6335385520	
Alex	Dough	M	05021941	0		TX	4902297585	
Carman	Fryer	F	20121952	0		VT	6282483842	
Todd	Sourdough	M	09111966	0		TX	4137374596	
Jim	Doe	M	05121964	0		IA	8021591218	
Alex	Doe	M	27041987	0		IA	7391951007	
John	Crisp	M	13102016	0		CA	5353332380	
Alex	Doe	M	18091924	0		VT	11872773815	
Alex	Doe	F	06082026	0		TX	2956952641	
Todd	Fryer	M	18082016	0		TX	3201354703	
Asheley	Crisp	F	09111931	0		TX	1354051207	
Ashleigh	Doughnut	F	23021958	0		CA	3273908062	
Ashleigh	Crisp	F	21091957	0		CA	1462692898	
Jim	Sourdough	M	13121963	0		CA	1676843756	
Alex	Curler	F	07081952	0		IA	6793127850	
Alex	Sourdough	M	26112013	0		VT	5863776968	
Asheley	Curler	F	19072026	0		IA	5015836469	
Jim	Sourdough	M	24091933	0		IA	5504005385	
Lisa	Crisp	F	18012014	0		CA	17972851784	
John	Curler	M	21051967	0		IA	5641485711	
Asheley	Fryer	F	21122000	0		VT	3911656601	
Alex	Do	F	29031944	0		TX	8283861435	
Jim	Doe	M	11011997	0		CA	2254488627	
Asheley	Doughnut	F	19091922	0		IA	7357317213	
Carman	Fryer	F	26101913	0		TX	5746612688	
Ashleigh	Doe	F	21101942	0		IA	11335824320	
Asheley	Doe	F	13091936	0		CA	3317552071	
Carman	Dough	F	14031992	0		VT	6987645171	
Thomas	Doe	M	12121994	0		IA	4155114887	
Alex	Fryer	F	23041981	0		IA	7525672587	
Thomas	Curler	M	07072010	0		TX	4761401639	
Asheley	Crisp	F	20061930	0		IA	13471425387	
Asheley	Do	F	03032002	0		IA	2312547609	
Lisa	Dough	F	18091917	0		TX	6632207746	
Thomas	Crisp	M	11071931	0		VT	5518691752	
Ashleigh	Dough	F	16091942	0		CA	17618215044	
Ashleigh	Do	F	09121914	0		IA	7378232620	
Alex	Do	F	03071953	0		TX	4915873331	
Lisa	Crisp	F	27032022	0		VT	16997523093	
Lisa	Doughnut	F	26061956	0		VT	5915906898	
Todd	Dough	M	07011913	0		VT	4934563879	
Thomas	Curler	M	31031914	0		TX	13028694952	
Thomas	Fryer	M	02061999	0		IA	1188748862	
Jim	Fryer	M	14052012	0		IA	5867446082	
Alex	Curler	M	11102023	0		VT	15541046091	
Asheley	Dough	F	13111914	0		CA	2701105355	
Asheley	Doe	F	10012019	0		TX	15781868587	
Ben	Crisp	M	16111915	0		VT	16623434914	
Todd	Curler	M	20121953	0		CA	4685687460	
Asheley	Sourdough	F	14041923	0		VT	6103705742	
Thomas	Dough	M	20071986	0		TX	3665212219	
Asheley	Crisp	F	26112025	0		VT	4942222617	
Carman	Fryer	F	18071992	0		TX	4896371177	
Jim	Doe	M	13071997	0		VT	5377272932	
Ben	Doughnut	M	29121965	0		IA	1963726169	
Carman	Doe	F	26071965	0		TX	6041071961	
Thomas	Dough	M	11111914	0		CA	14384121870	
Alex	Crisp	F	09021964	0		IA	4997382319	
Ashleigh	Crisp	F	01081948	0		TX	2398075503	
Lisa	Dough	F	23031932	0		TX	14506602085	
Alex	Doe	M	27121955	0		VT	2341934136	
Lisa	Curler	F	28051980	0		CA	8891762629	
Lisa	Curler	F	19061955	0		VT	6821062051	
Thomas	Doughnut	M	13081991	0		TX	1917101155	
Alex	Doe	M	29102013	0		CA	18562166501	
John	Doughnut	M	02071998	0		VT	7385646083	
John	Curler	M	19071961	0		TX	18315738758	
Jim	Doughnut	M	01031988	0		CA	6407098935	
Alex	Fryer	F	17081923	0		VT	4428823733	
Jim	Do	M	09022023	0		CA	4403324786	
Todd	Sourdough	M	23051949	0		CA	11436995408	
Alex	Doe	M	23091929	0		VT	18208565844	
Jim	Doughnut	M	26082027	0		CA	14292095581	
Jim	Curler	M	29061979	0		VT	6143425299	
Jim	Doughnut	M	20071984	0		IA	5018952353	
John	Doe	M	13121942	0		TX	8375591607	
Lisa	Sourdough	F	11121985	0		CA	6587581627	
Jim	Doe	M	24052001	0		CA	1654132596	
Carman	Crisp	F	05081929	0		CA	8904207937	
Ben	Doe	M	11112006	0		TX	2885861369	
John	Curler	M	25092015	0		IA	15523233076	
Jim	Fryer	M	26052016	0		TX	5421116226	
John	Crisp	M	23021974	0		TX	8502112579	
Ashleigh	Fryer	F	16081965	0		VT	8944452722	
John	Doe	M	18011975	0		TX	16631847438	
Ashleigh	Doe	F	05051952	0		CA	2774773158	
Alex	Doe	F	18101963	0		IA	2031176684	
Alex	Sourdough	M	14121970	0		IA	8351651000	
John	Do	M	29091977	0		TX	8445717634	
Lisa	Dough	F	09011987	0		CA	8887658221	
Carman	Curler	F	07121935	0		VT	7175924435	
Lisa	Curler	F	27062029	0		TX	5554316960	
Carman	Doughnut	F	24092011	0		TX	14698573357	
Jim	Dough	M	23111955	0		VT	3788458153	
Ashleigh	Crisp	F	13081994	0		TX	17407613739	
Thomas	Doughnut	M	29011949	0		IA	5342146133	
Thomas	Crisp	M	29011955	0		IA	7634532548	
Jim	Dough	M	16021951	0		VT	8762608000	
Alex	Curler	F	01011960	0		VT	3482321304	
Alex	Dough	F	06071923	0		CA	1343053292	
Lisa	Fryer	F	05011980	0		TX	2632791483	
Asheley	Dough	F	20101913	0		VT	2115686108	
Alex	Doe	F	16062024	0		TX	5333781781	
Lisa	Crisp	F	19081994	0		IA	7424952326	
Ashleigh	Doe	F	02092015	0		CA	8547977790	
Carman	Dough	F	08111978	0		TX	4806057325	
Thomas	Fryer	M	29111989	0		TX	6945794335	
Alex	Sourdough	M	11022017	0		TX	17658851577	
Alex	Do	M	29061969	0		VT	11256772784	
Thomas	Doughnut	M	11041993	0		VT	2753111132	
Ben	Do	M	21022005	0		CA	2837971891	
Alex	Dough	M	22011984	0		IA	12917218787	
John	Doughnut	M	13031928	0		IA	2363834789	
Jim	Fryer	M	20071987	0		TX	2666307739	
Jim	Fryer	M	07071958	0		VT	12815598699	
Asheley	Do	F	04121952	0		IA	16138702297	
Jim	Fryer	M	07051982	0		TX	2858207727	
Carman	Doughnut	F	20041988	0		IA	2812377170	
John	Doughnut	M	08051978	0		TX	1223344905	
Todd	Fryer	M	18082003	0		VT	1178336315	
Jim	Do	M	07111950	0		VT	6655637388	
Todd	Fryer	M	25092015	0		IA	3348881132	
Carman	Crisp	F	20101955	0		VT	5077464041	
John	Do	M	01071992	0		CA	13617556629	
Ashleigh	Crisp	F	17122000	0		VT	13507497404	
Alex	Doe	F	04081954	0		IA	16895164107	
Alex	Crisp	F	18072025	0		TX	8487366786	
Carman	Do	F	26042008	0		TX	5433693144	
Ashleigh	Curler	F	19091983	0		CA	4838738699	
Todd	Do	M	01112014	0		IA	8341003564	
Thomas	Doughnut	M	12071935	0		TX	6786893321	
Ben	Doughnut	M	13121914	0		CA	5871077028	
Alex	Sourdough	F	01061914	0		TX	14153456056	
Asheley	Curler	F	11121986	0		CA	8495081523	
Alex	Crisp	M	16081967	0		VT	5333443734	
Lisa	Curler	F	22121957	0		CA	5694377645	
John	Dough	M	10111912	0		TX	7378946368	
Todd	Fryer	M	10011961	0		IA	2337605488	
Jim	Do	M	12092010	0		IA	5513513658	
Ashleigh	Doughnut	F	07061953	0		VT	3142413556	
Alex	Crisp	M	09121979	0		CA	8415011429	
John	Doughnut	M	21091989	0		VT	7555005039	
Carman	Doughnut	F	08031979	0		VT	7306105451	
John	Dough	M	23031966	0		CA	6147766516	
John	Crisp	M	12092006	0		IA	6767763427	
Alex	Sourdough	F	25122025	0		VT	15541558767	
Todd	Do	M	14061953	0		CA	12497502068	
John	Doughnut	M	02101996	0		CA	7382722995	
Alex	Doughnut	F	30101975	0		IA	2124518219	
John	Doe	M	22021977	0		VT	4336743296	
Asheley	Do	F	13112011	0		CA	1492334429	
John	Curler	M	27021933	0		CA	5677862925	
Todd	Do	M	30012010	0		VT	16102187626	
Alex	Crisp	F	15042019	0		VT	8711192419	
Ben	Doughnut	M	27091968	0		CA	4476432380	
Carman	Crisp	F	25051995	0		TX	15863775120	
Asheley	Sourdough	F	30062023	0		VT	2845942222	
Asheley	Doe	F	06061921	0		TX	16685307471	
John	Curler	M	03071979	0		CA	6516214990	
Carman	Do	F	28072020	0		TX	4974422002	
Alex	Curler	M	09041913	0		TX	1415188145	
Carman	Fryer	F	04081994	0		VT	2492828288	
Ben	Doughnut	M	17052000	0		VT	3781705881	
Todd	Curler	M	10111918	0		TX	6204055716	
Thomas	Dough	M	19032029	0		CA	14941342457	
Todd	Fryer	M	06091943	0		TX	13714798883	
Carman	Dough	F	21122003	0		VT	5183761843	
Jim	Do	M	23041937	0		CA	8172812447	
Ben	Crisp	M	29071923	0		VT	2368427891	
Carman	Do	F	21092024	0		VT	3655372864	
Alex	Doughnut	M	06072005	0		VT	5083833265	
Ben	Doughnut	M	27072023	0		TX	2977297576	
Alex	Fryer	M	25122030	0		IA	8533733514	
John	Crisp	M	04051940	0		VT	4874824931	
Alex	Do	F	13051959	0		CA	5233473660	
Jim	Doughnut	M	04091927	0		IA	6561583721	
Alex	Sourdough	M	01031951	0		TX	7825402662	
Lisa	Do	F	07111971	0		CA	8136214141	
Alex	Doughnut	M	13022024	0		TX	13113133988	
Todd	Fryer	M	15101960	0		VT	17616681898	
Ashleigh	Dough	F	27081987	0		VT	8285497651	
Ben	Fryer	M	23091953	0		VT	2482143544	
Carman	Do	F	11091985	0		CA	2696228052	
John	Crisp	M	19062015	0		IA	5392837502	
Ashleigh	Dough	F	27041913	0		TX	4897905501	
John	Doughnut	M	25021925	0		IA	13588056501	
John	Doe	M	29081928	0		IA	2202661989	
Ben	Dough	M	04121996	0		VT	6171171184	
Lisa	Curler	F	17021981	0		IA	2498487718	
Carman	Curler	F	26102012	0		TX	1182151125	
Alex	Doe	M	27111977	0		IA	2646112389	
Carman	Curler	F	29051932	0		TX	2361045406	
Todd	Sourdough	M	26121988	0		TX	5246832099	
Carman	Curler	F	12111968	0		VT	5461027890	
Ben	Dough	M	17121978	0		TX	6144093178	
Carman	Fryer	F	30091978	0		VT	6948877677	
Todd	Curler	M	19101969	0		CA	5414858476	
Alex	Doe	M	13051957	0		TX	16201242718	
Jim	Doe	M	11111932	0		TX	5571737632	
Alex	Dough	F	13011970	0		VT	7888648322	
Carman	Dough	F	16061992	0		IA	8741595483	
Thomas	Curler	M	28011988	0		CA	15964805665	
Alex	Dough	F	06122010	0		VT	4075022536	
Carman	Dough	F	24061972	0		IA	8831866274	
John	Sourdough	M	02122022	0		IA	3534992373	
Lisa	Fryer	F	01041980	0		CA	3146104248	
Carman	Dough	F	24092013	0		CA	2463833999	
Jim	Do	M	25081942	0		CA	14184115983	
Ben	Doughnut	M	17061948	0		VT	6921326569	
Lisa	Dough	F	16051992	0		IA	2312388062	
Asheley	Doughnut	F	03091961	0		IA	1295447550	
Todd	Sourdough	M	20062001	0		CA	17396556372	
Asheley	Doe	F	11011989	0		VT	4117162673	
Asheley	Dough	F	11071997	0		VT	8788294008	
Todd	Crisp	M	12052030	0		TX	2495777661	
Lisa	Curler	F	25091949	0		VT	3077652473	
Alex	Doughnut	M	01041961	0		CA	12993676243	
Asheley	Sourdough	F	06051964	0		TX	6741508372	
Asheley	Do	F	08121988	0		TX	13503158562	
John	Doughnut	M	22062025	0		CA	1721853576	
Jim	Curler	M	14081974	0		CA	2512392962	
Alex	Crisp	F	02022023	0		VT	7804511177	
Todd	Curler	M	03032029	0		VT	13792537746	
Alex	Fryer	M	11092026	0		VT	1186123055	
John	Doe	M	25102003	0		VT	3733524588	
Thomas	Dough	M	06092021	0		VT	6447475603	
Ashleigh	Fryer	F	12121930	0		TX	1256382860	
Alex	Doe	M	10061931	0		VT	15838943352	
Ben	Crisp	M	31122018	0		TX	14977325762	
John	Doughnut	M	02121930	0		CA	1847284762	
Jim	Fryer	M	03121962	0		IA	4678225643	
Asheley	Crisp	F	04111958	0		CA	7168086731	
Asheley	Fryer	F	14101980	0		IA	8728805061	
Asheley	Crisp	F	10112011	0		IA	17457211488	
Alex	Sourdough	F	27021964	0		TX	4875432499	
Jim	Doe	M	02032015	0		IA	2972368872	
Lisa	Doughnut	F	08052005	0		CA	8195142735	
John	Sourdough	M	09051916	0		IA	5338186896	
Ben	Curler	M	11031960	0		IA	6664242405	
Todd	Do	M	10121994	0		TX	18544014104	
Jim	Do	M	13021960	0		IA	7913715019	
Alex	Do	M	16111930	0		VT	2165228093	
Alex	Dough	M	05072023	0		TX	8026226768	
Todd	Doe	M	29071941	0		VT	5326194718	
Thomas	Doe	M	13012014	0		IA	2147873336	
Lisa	Fryer	F	18081938	0		VT	4232817823	
Alex	Sourdough	F	10071946	0		IA	8211004780	
Asheley	Curler	F	19081995	0		TX	11316372194	
Alex	Fryer	F	07081993	0		TX	3602631852	
Thomas	Sourdough	M	07011918	0		CA	11937225029	
Lisa	Doe	F	11042000	0		IA	6696386268	
Lisa	Doughnut	F	07051919	0		VT	15417263007	
Carman	Doe	F	20022009	0		CA	4926473537	
Ben	Doe	M	18091937	0		CA	5508573626	
Lisa	Dough	F	22101981	0		TX	4623394953	
Todd	Doughnut	M	23071947	0		IA	6266024069	
Carman	Fryer	F	06071978	0		TX	4253653259	
Lisa	Doe	F	03051953	0		CA	6012273244	
Jim	Fryer	M	16091922	0		VT	3375286820	
Alex	Doe	F	03021932	0		IA	2202565230	
Jim	Doe	M	07121973	0		IA	5492348266	
Todd	Doughnut	M	17072019	0		IA	8711491596	
Todd	Fryer	M	30031932	0		TX	7208213022	
Alex	Fryer	M	04071979	0		CA	6491515642	
Alex	Doe	M	15042023	0		TX	1784001541	
Jim	Curler	M	19072002	0		TX	2074556558	
Ashleigh	Doughnut	F	16092002	0		CA	14682568499	
Todd	Curler	M	31121946	0		IA	4271582548	
Alex	Sourdough	F	17052025	0		IA	6742875478	
Ashleigh	Fryer	F	17052008	0		IA	3332725099	
Thomas	Sourdough	M	15081999	0		IA	14336372166	
Alex	Sourdough	F	28111968	0		CA	4856935725	
Lisa	Dough	F	15081939	0		VT	2746821827	
Ben	Sourdough	M	29062014	0		IA	4731674029	
Alex	Fryer	F	04071968	0		TX	5595996417	
Carman	Curler	F	07051914	0		CA	4926262036	
Alex	Do	F	30122013	0		TX	2513796670	
Jim	Curler	M	20011971	0		TX	4348583237	
Thomas	Sourdough	M	13041956	0		CA	5272456171	
Alex	Sourdough	M	29062030	0		CA	1271666135	
Carman	Crisp	F	06091974	0		VT	14042455937	
John	Doughnut	M	05071928	0		CA	15566008045	
Thomas	Sourdough	M	07111976	0		TX	4583355644	
Alex	Doe	M	02021975	0		TX	15746491352	
Alex	Dough	F	07101933	0		IA	1605871648	
Carman	Crisp	F	14041914	0		VT	15877045084	
Ashleigh	Doe	F	03062001	0		VT	18828656086	
Ben	Curler	M	06111995	0		IA	2474663390	
Todd	Doughnut	M	15021917	0		VT	2508178682	
Alex	Fryer	F	17021928	0		CA	1895002582	
Alex	Do	F	14042023	0		CA	4535211957	
Ashleigh	Doe	F	17051957	0		CA	3887545973	
Asheley	Do	F	13041972	0		IA	8495658982	
Alex	Doe	F	22012007	0		IA	6403285160	
Todd	Sourdough	M	14071987	0		CA	12671716860	
Alex	Crisp	M	20111954	0		TX	17065837108	
Carman	Dough	F	07012015	0		IA	1456784662	
Alex	Doughnut	F	05112007	0		VT	11808093047	
Jim	Doe	M	30121935	0		IA	4341125324	
Lisa	Doe	F	05111978	0		VT	7924474589	
Lisa	Doughnut	F	20071960	0		VT	4406244666	
Carman	Do	F	03102007	0		IA	2037137281	
Jim	Curler	M	24072017	0		IA	16614422445	
Todd	Fryer	M	08081974	0		VT	4095111449	
Jim	Curler	M	25091915	0		VT	2114304566	
Todd	Do	M	14042008	0		TX	16686095879	
Asheley	Curler	F	09111952	0		TX	1436926808	
Ben	Curler	M	26072020	0		VT	16735212970	
Alex	Dough	M	15031975	0		IA	17793433467	
Ashleigh	Sourdough	F	06031930	0		CA	4912523680	
Thomas	Doughnut	M	15111986	0		CA	15634371639	
Todd	Doughnut	M	14031980	0		TX	11665221931	
John	Fryer	M	02091982	0		IA	8553654875	
Asheley	Sourdough	F	20061974	0		VT	17621133906	
Alex	Doe	F	14101951	0		VT	1107114537	
Alex	Dough	M	05021948	0		CA	6334487704	
Ben	Doughnut	M	10061921	0		VT	8023038853	
Jim	Do	M	16021995	0		CA	14986743209	
John	Dough	M	13081962	0		IA	17664331173	
Lisa	Doe	F	30081997	0		CA	3118704390	
Carman	Do	F	11111928	0		IA	11845356566	
Lisa	Do	F	11051968	0		IA	3801821803	
Ben	Dough	M	11121991	0		CA	7235774926	
Carman	Crisp	F	12071947	0		TX	7521624119	
Todd	Curler	M	12072020	0		TX	5568001713	
Asheley	Fryer	F	21111941	0		VT	5036613456	
Alex	Curler	F	17081975	0		VT	1156641232	
Alex	Curler	F	11051917	0		VT	7371024743	
Thomas	Doe	M	06091997	0		IA	2437576892	
Asheley	Doe	F	18051924	0		CA	14988614102	
Thomas	Doughnut	M	25042009	0		CA	3565113758	
Asheley	Curler	F	15041966	0		TX	2603743049	
Lisa	Crisp	F	30101951	0		IA	6447651580	
Alex	Crisp	F	16121942	0		CA	3141734238	
Asheley	Crisp	F	19111932	0		TX	2821428060	
Ben	Curler	M	14091912	0		CA	16967922841	
Jim	Sourdough	M	21101990	0		TX	3498703397	
Alex	Fryer	F	15021981	0		IA	6604558542	
Jim	Do	M	16021967	0		TX	5272971145	
Ben	Crisp	M	08021995	0		VT	1957072813	
Alex	Do	F	20061938	0		IA	13608882771	
Todd	Fryer	M	13021964	0		VT	16382961822	
Todd	Sourdough	M	09011929	0		IA	12637988621	
Jim	Fryer	M	15051968	0		CA	1385585789	
Alex	Doughnut	M	01042026	0		VT	5378503428	
Ashleigh	Sourdough	F	03091942	0		IA	2781501058	
John	Dough	M	19081991	0		IA	6664451721	
Todd	Dough	M	22091926	0		CA	7366637706	
Alex	Do	F	26082009	0		VT	1531891512	
Todd	Dough	M	17011929	0		IA	7394002345	
Jim	Do	M	18042010	0		CA	5852225142	
Ben	Doughnut	M	28111929	0		VT	3717493722	
Thomas	Crisp	M	02061989	0		IA	4632004933	
Carman	Crisp	F	18061998	0		TX	7704186030	
John	Crisp	M	15051914	0		VT	1951244233	
Alex	Do	F	19111999	0		IA	8861034127	
Alex	Doe	F	01091950	0		TX	15348945675	
Ben	Sourdough	M	26121972	0		VT	14561484108	
Thomas	Doughnut	M	01042011	0		IA	6897966378	
Thomas	Sourdough	M	30091928	0		TX	1937522279	
Alex	Sourdough	F	24021997	0		VT	2408655216	
Asheley	Do	F	16082003	0		VT	6158822793	
Asheley	Doughnut	F	11111925	0		TX	1712726157	
Thomas	Sourdough	M	01041977	0		IA	6526115437	
Asheley	Crisp	F	27041919	0		CA	3988916634	
Jim	Do	M	18111934	0		TX	8674987572	
Asheley	Dough	F	20041920	0		VT	3971018651	
Lisa	Dough	F	11041948	0		TX	4991114327	
Ashleigh	Crisp	F	21021926	0		VT	17131973983	
Lisa	Sourdough	F	01021965	0		VT	4145906023	
Asheley	Do	F	27072000	0		IA	13556667897	
Ben	Sourdough	M	13101932	0		TX	4122585088	
Carman	Crisp	F	19071985	0		TX	13044572371	
Todd	Doughnut	M	01081926	0		CA	17952895074	
